ETL Testing,Microsoft Azure,Digital Marketing  Training,Python  Training,Selenium with Java  Training,Blockchain  Training,AWS Admin  Training,Tosca  Training
Training:   30000,"Training:   18,000","20,000    25,000",Training:   30000,Training:   15000,"15,000    20,000",Training:   20000,Training:   25000
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,, ,,,,,
